isolate_id	taxnode_id	species_sort	isolate_sort	species_name	isolate_type	isolate_names	isolate_abbrevs	isolate_designation	genbank_accessions	refseq_accessions	genome_coverage	molecule	host_source	refseq_organism	refseq_taxids	update_change	update_prev_species	update_prev_taxnode_id	update_change_proposal	_isolate_name	notes
1003293	202413189	3764	1	Imvubuvirus imvubu	E	Mycobacterium phage Imvubu		NULL	MN813693	NC_051586	Complete genome	dsDNA	bacteria	NULL	2686233	same	Imvubuvirus imvubu	202313189	NULL	Mycobacterium phage Imvubu	NULL
1003294	202413191	3765	1	Julieunavirus julie1	E	Mycobacterium phage Julie1		NULL	KJ433976	NC_023600	Complete genome	dsDNA	bacteria	NULL	1463812	same	Julieunavirus julie1	202313191	NULL	Mycobacterium phage Julie1	NULL
1003295	202413182	3766	1	Lilmcdreamyvirus lilmcdreamy	E	Mycobacterium phage LilMcDreamy		NULL	MN284893	NC_051582	Complete genome	dsDNA	bacteria	NULL	2652422	same	Lilmcdreamyvirus lilmcdreamy	202313182	NULL	Mycobacterium phage LilMcDreamy	NULL
1003296	202400750	3767	1	Pegunavirus apizium	E	Mycobacterium phage Apizium		NULL	KR781349	NC_028691	Complete genome	dsDNA	bacteria	NULL	1673886	same	Pegunavirus apizium	202300750	NULL	Mycobacterium phage Apizium	NULL
1003297	202413195	3768	1	Pegunavirus kingtut	E	Mycobacterium phage KingTut		NULL	MH450122	NC_055750	Complete genome	dsDNA	bacteria	NULL	2250422	same	Pegunavirus kingtut	202313195	NULL	Mycobacterium phage KingTut	NULL
1003298	202400751	3769	1	Pegunavirus manad	E	Mycobacterium phage Manad		NULL	KJ595576	NC_024363	Complete genome	dsDNA	bacteria	NULL	1486403	same	Pegunavirus manad	202300751	NULL	Mycobacterium phage Manad	NULL
1003299	202400752	3770	1	Pegunavirus oline	E	Mycobacterium phage Oline		NULL	JN192463	NC_023711	Complete genome	dsDNA	bacteria	NULL	1052671	same	Pegunavirus oline	202300752	NULL	Mycobacterium phage Oline	NULL
1003300	202400753	3771	1	Pegunavirus osmaximus	E	Mycobacterium phage OSmaximus		NULL	JN006064	NC_028803	Complete genome	dsDNA	bacteria	NULL	1035482	same	Pegunavirus osmaximus	202300753	NULL	Mycobacterium phage OSmaximus	NULL
1003301	202400754	3772	1	Pegunavirus Pg1	E	Mycobacterium phage OSmaximus		NULL	AF547430	NC_005259	Complete genome	dsDNA	bacteria	NULL	213236	same	Pegunavirus Pg1	202300754	NULL	Mycobacterium phage OSmaximus	NULL
1003302	202400755	3773	1	Pegunavirus soto	E	Mycobacterium phage Soto		NULL	KJ174157	NC_025438	Complete genome	dsDNA	bacteria	NULL	1458725	same	Pegunavirus soto	202300755	NULL	Mycobacterium phage Soto	NULL
1003303	202400756	3774	1	Pegunavirus suffolk	E	Mycobacterium phage Suffolk		NULL	KF713485	NC_023563	Complete genome	dsDNA	bacteria	NULL	1414748	same	Pegunavirus suffolk	202300756	NULL	Mycobacterium phage Suffolk	NULL
1003304	202400758	3775	1	Pipefishvirus athena	E	Mycobacterium phage Athena		NULL	JN699003	NC_041965	Complete genome	dsDNA	bacteria	NULL	1089113	same	Pipefishvirus athena	202300758	NULL	Mycobacterium phage Athena	NULL
1003305	202400759	3776	1	Pipefishvirus bernardo	E	Mycobacterium phage Bernardo		NULL	KF493879	NC_022983	Complete genome	dsDNA	bacteria	NULL	1429903	same	Pipefishvirus bernardo	202300759	NULL	Mycobacterium phage Bernardo	NULL
1003306	202400760	3777	1	Pipefishvirus gadjet	E	Mycobacterium phage Gadjet		NULL	JN698992	NC_023686	Complete genome	dsDNA	bacteria	NULL	1089122	same	Pipefishvirus gadjet	202300760	NULL	Mycobacterium phage Gadjet	NULL
1003307	202413193	3778	1	Pipefishvirus obutu	E	Mycobacterium phage Obutu		NULL	MN096359	NC_055812	Complete genome	dsDNA	bacteria	NULL	2593350	same	Pipefishvirus obutu	202313193	NULL	Mycobacterium phage Obutu	NULL
1003308	202400761	3779	1	Pipefishvirus pipefish	E	Mycobacterium phage Pipefish		NULL	DQ398049	NC_008199	Complete genome	dsDNA	bacteria	NULL	373413	same	Pipefishvirus pipefish	202300761	NULL	Mycobacterium phage Pipefish	NULL
1003309	202413187	3780	1	Quesadillavirus CRB2	E	Mycobacterium phage CRB2		NULL	MK059749	NC_051585	Complete genome	dsDNA	bacteria	NULL	2483623	same	Quesadillavirus CRB2	202313187	NULL	Mycobacterium phage CRB2	NULL
1003310	202413186	3781	1	Quesadillavirus quesadilla	E	Mycobacterium phage Quesadilla		NULL	MN617843	NC_051584	Complete genome	dsDNA	bacteria	NULL	2664226	same	Quesadillavirus quesadilla	202313186	NULL	Mycobacterium phage Quesadilla	NULL
1003311	202400763	3782	1	Rosebushvirus godines	E	Mycobacterium phage Godines		NULL	KR997932	NC_042050	Complete genome	dsDNA	bacteria	NULL	1675551	same	Rosebushvirus godines	202300763	NULL	Mycobacterium phage Godines	NULL
1003312	202413194	3783	1	Rosebushvirus laurie	E	Mycobacterium phage Laurie		NULL	KX443696	NC_053503	Complete genome	dsDNA	bacteria	NULL	1874015	same	Rosebushvirus laurie	202313194	NULL	Mycobacterium phage Laurie	NULL
1003313	202400764	3784	1	Rosebushvirus rosebush	E	Mycobacterium phage Rosebush		NULL	AY129334	NC_004684	Complete genome	dsDNA	bacteria	NULL	205874	same	Rosebushvirus rosebush	202300764	NULL	Mycobacterium phage Rosebush	NULL
1003314	202401060	3785	1	Rosebushvirus TA17a	E	Mycobacterium phage TA17A		NULL	KF024722	NC_043767	Complete genome	dsDNA	bacteria	NULL	2928684	same	Rosebushvirus TA17a	202301060	NULL	Mycobacterium phage TA17A	NULL
1003315	202413184	3786	1	Saguarovirus saguaro	E	Mycobacterium phage Saguaro		NULL	MH744423	NC_051583	Complete genome	dsDNA	bacteria	NULL	2315616	same	Saguarovirus saguaro	202313184	NULL	Mycobacterium phage Saguaro	NULL
1003316	202413178	3787	1	Thonkovirus thonko	E	Mycobacterium phage Thonko		NULL	MH632120	NC_051580	Complete genome	dsDNA	bacteria	NULL	2282910	same	Thonkovirus thonko	202313178	NULL	Mycobacterium phage Thonko	NULL
1003317	202414519	3788	1	Bixiavirus BUCT548	E	Stenotrophomonas phage vB_SmaS_BUCT548		NULL	MN937349	NC_071019	Complete genome	dsDNA	bacteria	NULL	NULL	same	Bixiavirus BUCT548	202314519	NULL	Stenotrophomonas phage vB_SmaS_BUCT548	NULL
1003318	202414520	3789	1	Bixiavirus BUCT626	E	Stenotrophomonas phage BUCT626		NULL	MZ398241	NC_071020	Complete genome	dsDNA	bacteria	NULL	NULL	same	Bixiavirus BUCT626	202314520	NULL	Stenotrophomonas phage BUCT626	NULL
1003319	202414521	3790	1	Bixiavirus BUCT627	E	Stenotrophomonas phage BUCT627		NULL	MZ398240	NC_071021	Complete genome	dsDNA	bacteria	NULL	NULL	same	Bixiavirus BUCT627	202314521	NULL	Stenotrophomonas phage BUCT627	NULL
1003320	202414517	3791	1	Salvavirus salva	E	Stenotrophomonas phage Salva		NULL	MW393850	NC_071017	Complete genome	dsDNA	bacteria	NULL	NULL	same	Salvavirus salva	202314517	NULL	Stenotrophomonas phage Salva	NULL
1003321	202414518	3792	1	Siaravirus siara	E	Stenotrophomonas phage Siara		NULL	MZ326859	NC_071018	Complete genome	dsDNA	bacteria	NULL	NULL	same	Siaravirus siara	202314518	NULL	Stenotrophomonas phage Siara	NULL
1003322	202409630	3793	1	Flowerpowervirus flowerpower	E	Streptomyces phage FlowerPower		NULL	MH155868	NC_048706	Complete genome	dsDNA	bacteria	NULL	2182408	same	Flowerpowervirus flowerpower	202309630	NULL	Streptomyces phage FlowerPower	NULL
1003323	202409628	3794	1	Immanueltrevirus immanuel3	E	Streptomyces phage Immanuel3		NULL	MG518520	NC_048686	Complete genome	dsDNA	bacteria	NULL	2053813	same	Immanueltrevirus immanuel3	202309628	NULL	Streptomyces phage Immanuel3	NULL
1003324	202409634	3795	1	Manuelvirus JXY1	E	Streptomyces phage JXY1		NULL	MN994275	NC_048854	Complete genome	dsDNA	bacteria	NULL	2708562	same	Manuelvirus JXY1	202309634	NULL	Streptomyces phage JXY1	NULL
1003325	202409632	3796	1	Manuelvirus manuel	E	Streptomyces phage Manuel		NULL	MG518519	NC_048685	Complete genome	dsDNA	bacteria	NULL	2053812	same	Manuelvirus manuel	202309632	NULL	Streptomyces phage Manuel	NULL
1003326	202409633	3797	1	Manuelvirus wrighton	E	Streptomyces phage WRightOn		NULL	MG515223	NC_048684	Complete genome	dsDNA	bacteria	NULL	2053723	same	Manuelvirus wrighton	202309633	NULL	Streptomyces phage WRightOn	NULL
1003327	202409695	3798	1	Biseptimavirus BU01	E	Staphylococcus phage phiBU01		NULL	KF831354	NC_026016	Complete genome	dsDNA	bacteria	NULL	1519999	same	Biseptimavirus BU01	202309695	NULL	Staphylococcus phage phiBU01	NULL
1003328	202409694	3800	1	Biseptimavirus bv23MRA	E	Staphylococcus phage 23MRA		NULL	KJ452292	NC_028775	Complete genome	dsDNA	bacteria	NULL	1505027	same	Biseptimavirus bv23MRA	202309694	NULL	Staphylococcus phage 23MRA	NULL
1003329	202400861	3799	1	Biseptimavirus bv77	E	Staphylococcus phage 77		NULL	AY508486	NC_005356	Complete genome	dsDNA	bacteria	NULL	2992641	same	Biseptimavirus bv77	202300861	NULL	Staphylococcus phage 77	NULL
1003330	202409697	3801	1	Biseptimavirus IME136101	E	Staphylococcus phage IME1361_01		NULL	KY653123	NC_048657	Complete genome	dsDNA	bacteria	NULL	1965490	same	Biseptimavirus IME136101	202309697	NULL	Staphylococcus phage IME1361_01	NULL
1003331	202409693	3802	1	Biseptimavirus NM3	E	Staphylococcus phage phiNM3		NULL	DQ530361	NC_008617	Complete genome	dsDNA	bacteria	NULL	387909	same	Biseptimavirus NM3	202309693	NULL	Staphylococcus phage phiNM3	NULL
1003332	202409687	3806	1	Biseptimavirus P1105	E	Staphylococcus phage P1105		NULL	KT878766	NC_048636	Complete genome	dsDNA	bacteria	NULL	1840236	same	Biseptimavirus P1105	202309687	NULL	Staphylococcus phage P1105	NULL
1003333	202409688	3803	1	Biseptimavirus P282	E	Staphylococcus phage P282		NULL	KT809368	NC_048634	Complete genome	dsDNA	bacteria	NULL	1735645	same	Biseptimavirus P282	202309688	NULL	Staphylococcus phage P282	NULL
1003334	202409690	3804	1	Biseptimavirus P630	E	Staphylococcus phage P630		NULL	KT809369	NC_048635	Complete genome	dsDNA	bacteria	NULL	1735646	same	Biseptimavirus P630	202309690	NULL	Staphylococcus phage P630	NULL
1003335	202409689	3805	1	Biseptimavirus P954	E	Staphylococcus phage P954		NULL	GQ398772	NC_013195	Complete genome	dsDNA	bacteria	NULL	668618	same	Biseptimavirus P954	202309689	NULL	Staphylococcus phage P954	NULL
1003336	202409686	3807	1	Biseptimavirus phi7247PVL	E	Staphylococcus phage phi7247PVL		NULL	AP011956	NC_048624	Complete genome	dsDNA	bacteria	NULL	874268	same	Biseptimavirus phi7247PVL	202309686	NULL	Staphylococcus phage phi7247PVL	NULL
1003337	202409696	3808	1	Biseptimavirus SA1014ruMSSAST7	E	Staphylococcus phage SA1014ruMSSAST7		NULL	MH384259	NC_048710	Complete genome	dsDNA	bacteria	NULL	2268607	same	Biseptimavirus SA1014ruMSSAST7	202309696	NULL	Staphylococcus phage SA1014ruMSSAST7	NULL
1003338	202409698	3809	1	Biseptimavirus SA345ruMSSAST8	E	Staphylococcus phage SA345ruMSSAST8		NULL	MH401416	NC_048713	Complete genome	dsDNA	bacteria	NULL	2268621	same	Biseptimavirus SA345ruMSSAST8	202309698	NULL	Staphylococcus phage SA345ruMSSAST8	NULL
1003339	202409691	3810	1	Biseptimavirus st22	E	Staphylococcus phage phiSa2wa_st22		NULL	MG029510	NC_048681	Complete genome	dsDNA	bacteria	NULL	2060949	same	Biseptimavirus st22	202309691	NULL	Staphylococcus phage phiSa2wa_st22	NULL
1003340	202409692	3811	1	Biseptimavirus StauST3984	E	Staphylococcus phage StauST398-4		NULL	KC595278	NC_023499	Complete genome	dsDNA	bacteria	NULL	1308896	same	Biseptimavirus StauST3984	202309692	NULL	Staphylococcus phage StauST398-4	NULL
1003341	202409685	3812	1	Peeveelvirus CN125	E	Staphylococcus phage phiPVL-CN125		NULL	FJ713816	NC_012784	Complete genome	dsDNA	bacteria	NULL	648017	same	Peeveelvirus CN125	202309685	NULL	Staphylococcus phage phiPVL-CN125	NULL
1003342	202409683	3813	1	Peeveelvirus JS01	E	Staphylococcus phage JS01		NULL	KC342645	NC_021773	Complete genome	dsDNA	bacteria	NULL	1273712	same	Peeveelvirus JS01	202309683	NULL	Staphylococcus phage JS01	NULL
1003343	202400860	3814	1	Peeveelvirus pv13	E	Staphylococcus phage phi 13		NULL	AF424783	NC_004617	Complete genome	dsDNA	bacteria	NULL	2992645	same	Peeveelvirus pv13	202300860	NULL	Staphylococcus phage phi 13	NULL
1003344	202409681	3816	1	Peeveelvirus pv3AJ2017	E	Staphylococcus phage 3 AJ-2017		NULL	KX232515	NC_048644	Complete genome	dsDNA	bacteria	NULL	1934428	same	Peeveelvirus pv3AJ2017	202309681	NULL	Staphylococcus phage 3 AJ-2017	NULL
1003345	202409684	3815	1	Peeveelvirus PV83	E	Staphylococcus prophage phiPV83		NULL	AB044554	NC_002486	Complete genome	dsDNA	bacteria	NULL	129009	same	Peeveelvirus PV83	202309684	NULL	Staphylococcus prophage phiPV83	NULL
1003346	202409678	3817	1	Peeveelvirus PVL	E	Staphylococcus phage PVL		NULL	AB009866	NC_002321	Complete genome	dsDNA	bacteria	NULL	71366	same	Peeveelvirus PVL	202309678	NULL	Staphylococcus phage PVL	NULL
1003347	202400862	3818	1	Peeveelvirus PVL108	E	Staphylococcus phage phiPVL108		NULL	AB243556	NC_008689	Complete genome	dsDNA	bacteria	NULL	360398	same	Peeveelvirus PVL108	202300862	NULL	Staphylococcus phage phiPVL108	NULL
1003348	202409680	3819	1	Peeveelvirus SA7	E	Staphylococcus phage SA7		NULL	KY695153	NC_048658	Complete genome	dsDNA	bacteria	NULL	1969736	same	Peeveelvirus SA7	202309680	NULL	Staphylococcus phage SA7	NULL
1003349	202409682	3820	1	Peeveelvirus SA780ruMSSAST101	E	Staphylococcus phage SA780ruMSSAST101		NULL	MH384260	NC_048711	Complete genome	dsDNA	bacteria	NULL	2268609	same	Peeveelvirus SA780ruMSSAST101	202309682	NULL	Staphylococcus phage SA780ruMSSAST101	NULL
1003350	202409679	3821	1	Peeveelvirus tp3101	E	Staphylococcus phage tp310-1		NULL	EF462197	NC_009761	Complete genome	dsDNA	bacteria	NULL	445515	same	Peeveelvirus tp3101	202309679	NULL	Staphylococcus phage tp310-1	NULL
1003351	202400413	3822	1	Bixzunavirus alice	E	Mycobacterium phage Alice		NULL	JF704092	NC_028986	Complete genome	dsDNA	bacteria	NULL	1034128	same	Bixzunavirus alice	202300413	NULL	Mycobacterium phage Alice	NULL
1003352	202413038	3823	1	Bixzunavirus astraea	E	Mycobacterium phage Astraea		NULL	KC691257	NC_021349	Complete genome	dsDNA	bacteria	NULL	1327762	same	Bixzunavirus astraea	202313038	NULL	Mycobacterium phage Astraea	NULL
1003353	202413039	3824	1	Bixzunavirus bigswole	E	Mycobacterium phage Bigswole		NULL	MF919495	NC_054715	Complete genome	dsDNA	bacteria	NULL	2041521	same	Bixzunavirus bigswole	202313039	NULL	Mycobacterium phage Bigswole	NULL
1003354	202400414	3825	1	Bixzunavirus Bxz1	E	Mycobacterium phage Bxz1		NULL	AY129337	NC_004687	Complete genome	dsDNA	bacteria	NULL	205877	same	Bixzunavirus Bxz1	202300414	NULL	Mycobacterium phage Bxz1	NULL
1003355	202413040	3826	1	Bixzunavirus cane17	E	Mycobacterium phage Cane17		NULL	MH697579	NC_054716	Complete genome	dsDNA	bacteria	NULL	2301548	same	Bixzunavirus cane17	202313040	NULL	Mycobacterium phage Cane17	NULL
1003356	202413041	3827	1	Bixzunavirus charlieB	E	Mycobacterium phage CharlieB		NULL	MH727543	NC_054717	Complete genome	dsDNA	bacteria	NULL	2301609	same	Bixzunavirus charlieB	202313041	NULL	Mycobacterium phage CharlieB	NULL
1003357	202400415	3828	1	Bixzunavirus dandelion	E	Mycobacterium phage Dandelion		NULL	JN412588	NC_023696	Complete genome	dsDNA	bacteria	NULL	1074305	same	Bixzunavirus dandelion	202300415	NULL	Mycobacterium phage Dandelion	NULL
1003358	202400416	3829	1	Bixzunavirus hyro	E	Mycobacterium phage HyRo		NULL	KT281790	NC_028869	Complete genome	dsDNA	bacteria	NULL	1698710	same	Bixzunavirus hyro	202300416	NULL	Mycobacterium phage HyRo	NULL
1003359	202400417	3830	1	Bixzunavirus I3	E	Mycobacterium phage I3		NULL	MW822148	NC_067270	Partial genome	dsDNA	bacteria	NULL	NULL	same	Bixzunavirus I3	202300417	NULL	Mycobacterium phage I3	NULL
1003360	202406997	3831	1	Bixzunavirus lukilu	E	Mycobacterium phage Lukilu		NULL	KX831080	NC_041901	Complete genome	dsDNA	bacteria	NULL	1913044	same	Bixzunavirus lukilu	202306997	NULL	Mycobacterium phage Lukilu	NULL
1003361	202413042	3832	1	Bixzunavirus mangeria	E	Mycobacterium phage Mangeria		NULL	MN735434	NC_054718	Complete genome	dsDNA	bacteria	NULL	2686471	same	Bixzunavirus mangeria	202313042	NULL	Mycobacterium phage Mangeria	NULL
1003362	202400418	3833	1	Bixzunavirus nappy	E	Mycobacterium phage Nappy		NULL	JN699627	NC_023725	Complete genome	dsDNA	bacteria	NULL	1088866	same	Bixzunavirus nappy	202300418	NULL	Mycobacterium phage Nappy	NULL
1003363	202413043	3834	1	Bixzunavirus noodletree	E	Mycobacterium phage NoodleTree		NULL	MK359346	NC_054719	Complete genome	dsDNA	bacteria	NULL	2502470	same	Bixzunavirus noodletree	202313043	NULL	Mycobacterium phage NoodleTree	NULL
1003364	202413044	3835	1	Bixzunavirus qbert	E	Mycobacterium phage QBert		NULL	MK359345	NC_054720	Complete genome	dsDNA	bacteria	NULL	2502469	same	Bixzunavirus qbert	202313044	NULL	Mycobacterium phage QBert	NULL
1003365	202413045	3836	1	Bixzunavirus quasimodo	E	Mycobacterium phage Quasimodo		NULL	MT723945	NC_054721	Complete genome	dsDNA	bacteria	NULL	2762409	same	Bixzunavirus quasimodo	202313045	NULL	Mycobacterium phage Quasimodo	NULL
1003366	202413046	3837	1	Bixzunavirus sauce	E	Mycobacterium phage Sauce		NULL	MH910040	NC_054722	Complete genome	dsDNA	bacteria	NULL	2419614	same	Bixzunavirus sauce	202313046	NULL	Mycobacterium phage Sauce	NULL
1003367	202400419	3838	1	Bixzunavirus sebata	E	Mycobacterium phage Sebata		NULL	JN204348	NC_041993	Complete genome	dsDNA	bacteria	NULL	1052672	same	Bixzunavirus sebata	202300419	NULL	Mycobacterium phage Sebata	NULL
1003368	202413047	3839	1	Bixzunavirus tonenili	E	Mycobacterium phage Tonenili		NULL	KX752698	NC_031080	Complete genome	dsDNA	bacteria	NULL	1891703	same	Bixzunavirus tonenili	202313047	NULL	Mycobacterium phage Tonenili	NULL
1003369	202413037	3841	1	Myrnavirus phabba	E	Mycobacterium phage Phabba		NULL	MF668280	NC_054714	Complete genome	dsDNA	bacteria	NULL	2027899	Renamed,	Myranavirus phabba	202313037	2024.036B.Caudoviricetes_Faserviricetes_Name_Corrections.zip	Mycobacterium phage Phabba	NULL
1003370	202413036	3840	1	Myrnavirus myrna	E	Mycobacterium phage Myrna		NULL	EU826466	NC_011273	Complete genome	dsDNA	bacteria	NULL	546805	same	Myrnavirus myrna	202313036	NULL	Mycobacterium phage Myrna	NULL
1003371	202400920	3842	1	Brujitavirus babsiella	E	Mycobacterium phage Babsiella		NULL	JN699001	NC_023697	Complete genome	dsDNA	bacteria	NULL	2902842	same	Brujitavirus babsiella	202300920	NULL	Mycobacterium phage Babsiella	NULL
1003372	202404668	14830	1	Potyvirus atuberosi	E	potato virus A	PVA	B11	AJ296311	NC_004039	Complete genome	ssRNA(+)	plants	NULL	12215	same	Potyvirus atuberosi	202304668	NULL	potato virus A	NULL
1003373	202404669	15008	1	Potyvirus vetuberosi	E	potato virus V	PVV	DV 42	AJ243766	NC_004010	Coding-complete genome	ssRNA(+)	plants	NULL	40640	same	Potyvirus vetuberosi	202304669	NULL	potato virus V	NULL
1003374	202404670	15017	1	Potyvirus yituberosi	E	potato virus Y	PVY	N	X12456	NC_001616	Complete genome	ssRNA(+)	plants	NULL	12216	same	Potyvirus yituberosi	202304670	NULL	potato virus Y	NULL
1003375	202407438	15002	1	Potyvirus tuberosiflavi	E	potato yellow blotch virus	PYBV	QV276	JX294310	NC_018667	Complete genome	ssRNA(+)	plants	NULL	2340870	same	Potyvirus tuberosiflavi	202307438	NULL	potato yellow blotch virus	NULL
1003376	202413835	14808	1	Potyvirus achyranthis	E	Achyranthes virus A	AcVA	SK	MT513101	NC_076902	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Potyvirus achyranthis	202313835	NULL	Achyranthes virus A	NULL
1003377	202415109	14818	1	Potyvirus anemones	E	Anemone mosaic virus	AnMV	NL	LC604019	NC_077005	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Potyvirus anemones	202315109	NULL	Anemone mosaic virus	NULL
1003378	202413836	14828	1	Potyvirus ashitabae	E	ashitaba mosaic virus	AshMV	AA	MN853672	NC_076863	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Potyvirus ashitabae	202313836	NULL	ashitaba mosaic virus	NULL
1003379	202415110	14866	1	Potyvirus cliviaflavilineae	E	Clivia yellow stripe virus	ClYSV	19-3026	MT533610	NC_077072	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Potyvirus cliviaflavilineae	202315110	NULL	Clivia yellow stripe virus	NULL
1003380	202413838	14889	1	Potyvirus fountaingrassi	E	Pennisetum alopecuroides mosaic virus	PalMV	Haidian	MT790493	NC_076904	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Potyvirus fountaingrassi	202313838	NULL	Pennisetum alopecuroides mosaic virus	NULL
1003381	202415111	14894	1	Potyvirus gladioli	E	Gladiolus mosaic virus	GdMV	Taean	KU981083	NC_076997	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Potyvirus gladioli	202315111	NULL	Gladiolus mosaic virus	NULL
