subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	docpath	path	file	basename
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	7	Rename	species	Drosophila melanogaster 17-6 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster 17-6 virus' to 'Errantivirus drososeptemdecimum' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Errantivirus;Errantivirus drososeptemdecimum'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	8	Rename	species	Drosophila melanogaster 297 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster 297 virus' to 'Errantivirus drosophilae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Errantivirus;Errantivirus drosophilae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	9	Rename	species	Drosophila melanogaster Gypsy virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster Gypsy virus' to 'Errantivirus errante' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Errantivirus;Errantivirus errante'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	10	Rename	species	Drosophila melanogaster Idefix virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster Idefix virus' to 'Errantivirus idefixi' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Errantivirus;Errantivirus idefixi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	11	Rename	species	Drosophila melanogaster Tirant virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster Tirant virus' to 'Errantivirus tiranti' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Errantivirus;Errantivirus tiranti'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	12	Rename	species	Drosophila melanogaster Zam virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster Zam virus' to 'Errantivirus zami' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Errantivirus;Errantivirus zami'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	13	Rename	species	Drosophila virilis Tv1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila virilis Tv1 virus' to 'Errantivirus unitivi' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Errantivirus;Errantivirus unitivi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	14	Rename	species	Trichoplusia ni TED virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Trichoplusia ni TED virus' to 'Errantivirus trichoplusiae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Errantivirus;Errantivirus trichoplusiae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	15	Rename	species	Arabidopsis thaliana Athila virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Arabidopsis thaliana Athila virus' to 'Metavirus athilai' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus athilai'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	16	Rename	species	Arabidopsis thaliana Tat4 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Arabidopsis thaliana Tat4 virus' to 'Metavirus tatarabidopsis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus tatarabidopsis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	17	Rename	species	Bombyx mori Mag virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Bombyx mori Mag virus' to 'Metavirus bombycis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus bombycis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	18	Rename	species	Caenorhabditis elegans Cer1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Caenorhabditis elegans Cer1 virus' to 'Metavirus caenorhabditis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus caenorhabditis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	19	Rename	species	Cladosporium fulvum T-1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cladosporium fulvum T-1 virus' to 'Metavirus cladosporii' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus cladosporii'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	20	Rename	species	Dictyostelium discoideum Skipper virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Dictyostelium discoideum Skipper virus' to 'Metavirus dictyostelii' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus dictyostelii'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	21	Rename	species	Drosophila buzzatii Osvaldo virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila buzzatii Osvaldo virus' to 'Metavirus osvaldi' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus osvaldi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	22	Rename	species	Drosophila melanogaster 412 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster 412 virus' to 'Metavirus drosophilae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus drosophilae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	23	Rename	species	Drosophila melanogaster Blastopia virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster Blastopia virus' to 'Metavirus blastopiae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus blastopiae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	24	Rename	species	Drosophila melanogaster Mdg1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster Mdg1 virus' to 'Metavirus unidrosophilae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus unidrosophilae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	25	Rename	species	Drosophila melanogaster Mdg3 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster Mdg3 virus' to 'Metavirus tridrosophilae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus tridrosophilae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	26	Rename	species	Drosophila melanogaster Micropia virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster Micropia virus' to 'Metavirus micropiae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus micropiae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	27	Rename	species	Drosophila virilis Ulysses virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila virilis Ulysses virus' to 'Metavirus ulyssis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus ulyssis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	28	Rename	species	Fusarium oxysporum Skippy virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Fusarium oxysporum Skippy virus' to 'Metavirus fusarii' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus fusarii'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	29	Rename	species	Lilium henryi Del1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Lilium henryi Del1 virus' to 'Metavirus lilii' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus lilii'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	30	Rename	species	Saccharomyces cerevisiae Ty3 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Saccharomyces cerevisiae Ty3 virus' to 'Metavirus saccharomycetis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus saccharomycetis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	31	Rename	species	Schizosaccharomyces pombe Tf1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Schizosaccharomyces pombe Tf1 virus' to 'Metavirus unischizosaccharomycetis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus unischizosaccharomycetis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	32	Rename	species	Schizosaccharomyces pombe Tf2 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Schizosaccharomyces pombe Tf2 virus' to 'Metavirus duoschizosaccharomycetis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus duoschizosaccharomycetis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	33	Rename	species	Takifugu rubripes Sushi virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Takifugu rubripes Sushi virus' to 'Metavirus sushii' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus sushii'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	34	Rename	species	Tribolium castaneum Woot virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tribolium castaneum Woot virus' to 'Metavirus tribolii' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus tribolii'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	35	Rename	species	Tripneustis gratilla SURL virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tripneustis gratilla SURL virus' to 'Metavirus tripneustis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Metavirus;Metavirus tripneustis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	36	Rename	species	Aedes aegypti Mosqcopia virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Aedes aegypti Mosqcopia virus' to 'Hemivirus aedis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Hemivirus;Hemivirus aedis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	37	Rename	species	Candida albicans Tca2 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Candida albicans Tca2 virus' to 'Hemivirus duocandidae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Hemivirus;Hemivirus duocandidae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	38	Rename	species	Candida albicans Tca5 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Candida albicans Tca5 virus' to 'Hemivirus pentacandidae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Hemivirus;Hemivirus pentacandidae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	39	Rename	species	Drosophila melanogaster 1731 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster 1731 virus' to 'Hemivirus drosophilae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Hemivirus;Hemivirus drosophilae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	40	Rename	species	Drosophila melanogaster copia virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Drosophila melanogaster copia virus' to 'Hemivirus copiae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Hemivirus;Hemivirus copiae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	41	Rename	species	Saccharomyces cerevisiae Ty5 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Saccharomyces cerevisiae Ty5 virus' to 'Hemivirus saccharomycetis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Hemivirus;Hemivirus saccharomycetis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	42	Rename	species	Volvox carteri Lueckenbuesser virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Volvox carteri Lueckenbuesser virus' to 'Hemivirus volvocis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Hemivirus;Hemivirus volvocis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	43	Rename	species	Volvox carteri Osser virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Volvox carteri Osser virus' to 'Hemivirus osseri' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Hemivirus;Hemivirus osseri'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	44	Rename	species	Arabidopsis thaliana Art1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Arabidopsis thaliana Art1 virus' to 'Pseudovirus artarabidopsis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus artarabidopsis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	45	Rename	species	Arabidopsis thaliana AtRE1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Arabidopsis thaliana AtRE1 virus' to 'Pseudovirus atrearabidopsis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus atrearabidopsis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	46	Rename	species	Arabidopsis thaliana evelknievel virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Arabidopsis thaliana evelknievel virus' to 'Pseudovirus evelknieveli' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus evelknieveli'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	47	Rename	species	Arabidopsis thaliana Ta1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Arabidopsis thaliana Ta1 virus' to 'Pseudovirus arabidopsis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus arabidopsis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	48	Rename	species	Brassica oleracea Melmoth virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Brassica oleracea Melmoth virus' to 'Pseudovirus brassicae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus brassicae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	49	Rename	species	Cajanus cajan Panzee virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Cajanus cajan Panzee virus' to 'Pseudovirus cajani' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus cajani'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	50	Rename	species	Glycine max Tgmr virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Glycine max Tgmr virus' to 'Pseudovirus glycinis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus glycinis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	51	Rename	species	Hordeum vulgare BARE-1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Hordeum vulgare BARE-1 virus' to 'Pseudovirus hordei' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus hordei'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	52	Rename	species	Nicotiana tabacum Tnt1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Nicotiana tabacum Tnt1 virus' to 'Pseudovirus nicotianae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus nicotianae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	53	Rename	species	Nicotiana tabacum Tto1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Nicotiana tabacum Tto1 virus' to 'Pseudovirus tabaci' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus tabaci'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	54	Rename	species	Oryza australiensis RIRE1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Oryza australiensis RIRE1 virus' to 'Pseudovirus australiense' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus australiense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	55	Rename	species	Oryza longistaminata Retrofit virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Oryza longistaminata Retrofit virus' to 'Pseudovirus oryzae' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus oryzae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	56	Rename	species	Physarum polycephalum Tp1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Physarum polycephalum Tp1 virus' to 'Pseudovirus physari' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus physari'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.033P	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.docx	2023.033P.N.v1.Pseudoviridae_Metaviridae_rename_sp.xlsx	57	Rename	species	Saccharomyces cerevisiae Ty1 virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Saccharomyces cerevisiae Ty1 virus' to 'Pseudovirus unisaccharomycetis' in 'Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Pseudoviridae;Pseudovirus;Pseudovirus unisaccharomycetis'	NA	NA	NA	NA	NA
